obs,ANO,CMERLIBTEN,LLESPAOMT,LLEWOROMT,CUOTOMT,VISITSPALIBTEN,VISITWORLIBTEN,time,timesq,crisis,CMERLIBTEN_1,crisis79,crisis2008,crisis93,eventos92,mund82,CUOTOMT_1,crisis2001,ue,euro,precios,hotelsinenlace,dummyseriehotel,cemento,intereslp,ESTABTURQUIA,CAMASTURQUIA,PIBSPA05,PIBTUR05,PIBUK05,dev76,dev77,dev82,dev92,dev93,ENLVWOTENOMT,preciosturkey,tcnespdollar,tcnespa,tcneturkey,FDIoutespun,FDIinfespun,FDIinfturpun,FDIouturpun,tcnliturdollar,IDEsPIBESP,IDEsPIBTurkey,CAMASESPANA,PESPAOMT,interescp,cuotur,pa,Balcanes,pgg,sgg,oncem,transicion,paroesp,crisis_1,crisis79_3,crisis93_3,crisis2001_2,crisis2008_3,crisis79_1,crisis79_2,crisis93_1,crisis2001_1,crisis2008_1,crisis93_2,crisis2008_2,cambio89,IngresosturESP,IDEsPIBESP_1,IDEsPIBESP_2,IDEsPIBESP_3,turTUROMT,LLEGTURQUIAM,CUOTTUROMT,tceresp,tcertur,TCERCLUES,TCERCLUTUR,hotelenlace,PIBpcESP,PIBpcTUR,pc_CMERLIBTEN,pc_cuotur,l_CMERLIBTEN,ld_CMERLIBTEN,ld_precios,ld_cemento,ld_hotelsinenla,ld_ESTABTURQUIA,ld_CAMASTURQUIA,ld_PIBSPA05,ld_PIBTUR05,ld_PIBUK05,ld_tcnespa,ld_tcneturkey,ld_FDIoutespu,ld_FDIinfespu,ld_FDIinfturp,ld_FDIouturpu,ld_CAMASESPANA,ld_cuotur,ld_tceresp,ld_tcertur,ld_TCERCLUES,ld_TCERCLUTUR,ld_hotelenlace,ld_PIBpcESP,ld_PIBpcTUR,ld_FDIoutes_1,ld_FDIinfes_1,ld_FDIoutes_2,ld_TCERCLUE_1,ld_tcnespa_1,ld_precios_1,ld_FDIouturpu_1,ld_FDIinfturp_1,ld_FDIinfespu_2,ld_PIBUK05_1,ld_hotelenlace_,ld_hotelenlace_,ld_CMERLIBTEN_1,ld_FDIinfespu_3,ld_PIBpcESP_2,ld_FDIoutespu_3,ld_PIBpcESP_3,ld_PIBpcESP_1,ld_hotelenlace_,ld_CAMASESPANA_,ld_CAMASESPANA_,ld_CAMASESPANA_,ld_cemento_2,ld_cemento_3,IngresosTUR,ld_IngresosTUR,ld_IngresosturE,PIBGER05,IngresosESPdola,ld_IngresosESPd,ld_PIBGER05,l_cuotur,ITRESPpc,ITRTURpc,ld_ITRESPpc,ld_ITRTURpc,ld_PIBSPA05_1,ld_PIBGER05_1,ld_tceresp_1,earthq,earthq_1,l_PIBSPA05,l_PIBTUR05,l_PIBUK05,l_ITRESPpc,l_ITRTURpc,l_IngresosturESP,l_turTUROMT,l_LLEGTURQUIAM,l_CUOTTUROMT,l_tceresp,l_tcertur,l_TCERCLUES,l_TCERCLUTUR,l_ENLVWOTENOMT,l_preciosturkey,l_tcnespdollar,l_tcnespa,l_tcneturkey,l_FDIoutespun,l_FDIinfespun,l_FDIinfturpun,l_FDIouturpun,l_tcnliturdollar,l_IDEsPIBESP,l_IDEsPIBTurkey,l_LLESPAOMT,l_LLEWOROMT,l_CUOTOMT,l_VISITSPALIBTEN,l_VISITWORLIBTEN,l_precios,l_hotelsinenlace,l_cemento,l_intereslp,l_ESTABTURQUIA,l_CAMASTURQUIA,l_PIBpcESP,l_PIBpcTUR,l_CAMASESPANA,l_PIBGER05
1980,1980,11.5,22388,276660.007638721,8.09224296315193,32925,285997,11,121,0,12,1,0,0,0,0,NA,0,0,0,23.9405,9576,0,19726106,15.96,511,56044,575377,262515.2973,998687,0,0,0,0,0,282046.467669585,0.00262299,0.43105606,131.8,1082602.4,310.77,1492.7,18,0,7.604e-005,0.66,0.019,814394,NA,16.52,0.456683613392723,0,0,0,0,0,0,11.1,0,0,0,0,0,1,1,0,0,0,0,0,0,3008.96,0.67,0.755,0.472,921,1288.06,0.332899578750354,94.3,101.5,82.3,90.6,20396.88,15275,5907,-1.1487750857575,-0.222405086138181,2.4423470353692,-0.042559614418796,0.144636274196413,-0.0515674239472945,0.00104482299756772,0.0338340730157819,0.0379681969015525,0.0218470984502973,-0.0247619545957229,-0.0212517750021708,-0.0653443420519366,-0.776728015469486,0.849982973593708,0.0663954953584068,-1.42711635564015,NA,0.00604109399168136,-0.178196797603439,-0.037465359897053,-0.188868225020269,-0.0760155423151005,-0.302472810453177,0.00104482299756772,0.0111254891664033,-0.0453419823520386,0.209163583042304,0.170237165862881,-0.0692774140248871,0.154338385130484,0.0852683727718419,0.145486205316096,NA,0.791127588920149,0.662060750793986,0.0257417218295842,0.00356058602160984,-0.00272394091947095,-0.139761942375159,0.240832990375405,0.00328709782531481,-0.511743031202482,0.0161309880317865,-0.00856903272510125,0.00167539306205187,0.00600696917571338,0.00111167217371476,0.00594237091775879,0.0124783766791193,0.0214852769565059,326,0.152107778197458,0.144545779760253,1633152,6980.43776486984,0.0786969064650442,0.0139901745834869,-0.78376443989752,0.212010258614118,0.253093799978262,0.106693128848702,0.320084590381426,0.000415759050524225,0.0406651419951842,0.143651006738607,0,0,13.2627807571074,12.4780646347444,13.8141966952245,-1.55112061579163,-1.37399510806353,8.00934978308871,6.82546003625531,7.16089248943024,-1.09991439979591,4.54648118963941,4.62005879848184,4.41037110768302,4.50645421304893,12.5498271153158,-5.94344039053319,-0.841517127731139,4.88128562206841,13.8948783302278,5.73905308873812,7.30834183963919,2.89037175789616,NA,-9.48425104034405,-0.415515443961666,-3.9633162998157,10.0162803800113,12.5305446220393,2.09090594396004,10.4019875266115,12.5637366002365,3.17557158545893,9.16701524723781,16.7974534941002,2.77008559202166,6.2363695902037,10.9338923754911,9.6339727840398,8.68389336730723,13.6101995573642,14.3060224478414
1981,1981,12.4,22321,276872.597723688,8.06183066995882,35569,287139,12,144,0,11.5,1,0,0,0,0,8.09224296315193,0,0,0,27.42369,9528,0,18488179,15.81,529,58242,574615,275260.8359,985468,0,0,0,0,0,283172.693000895,0.00360962,0.55450755,122.4,893500.1,271.19,1706.77,95,0,0.00011122,0.866,0.099,811700,NA,16.18,0.49627348778138,0,0,0,0,0,0,13.7,0,1,0,0,0,1,1,0,0,0,0,0,0,3776.73,0.66,0.67,0.755,1052,1405.311,0.37995814993937,90.2,105,78.3,103.4,20294.64,15161,6044,-0.161703535640006,-0.244844334994528,2.51769647261099,0.0753494372417868,0.135835652925223,-0.064811381254865,-0.00502513620267302,0.0346188416545949,0.0384696474491591,-0.00132522680422164,0.0474097865497124,-0.0133247610037748,-0.0739912519901814,-0.191976604726801,-0.136233406508054,0.134016134768362,1.66350513370438,NA,-0.00331346461495543,0.0831363223385515,-0.0444517625708337,0.033901551675681,-0.0498235046862663,0.132150749025395,-0.00502513620267298,-0.00749116395821526,0.0229279560853945,0.849982973593708,0.0663954953584068,0.209163583042304,-0.0760155423151005,-0.0653443420519366,0.144636274196413,NA,-1.42711635564015,0.170237165862881,-0.0212517750021708,0.00104482299756772,0.00356058602160984,-0.042559614418796,0.662060750793986,-0.00856903272510125,-0.0692774140248871,0.00328709782531481,0.0111254891664033,-0.00272394091947095,0.00604109399168136,0.00600696917571338,0.00111167217371476,-0.0588230323817872,0.0124783766791193,381,0.155901993759993,0.22726405176275,1641795,6810.96226733072,-0.0245782195541313,0.00527826561236999,-0.700628117558968,0.191485908159654,0.271114365432278,-0.101820443911097,0.0687805736040255,0.0218470984502973,0.0139901745834869,-0.037465359897053,0,0,13.2614555303032,12.5254744212942,13.8008719342207,-1.65294105970273,-1.3052145344595,8.23661383485146,6.95844839329766,7.2480139095862,-0.96769416406515,4.50202942706858,4.65396035015752,4.36054760299676,4.63860496207433,12.5538122131333,-5.6241527753358,-0.589674856414257,4.80729437007823,13.702901725501,5.60281968223007,7.44235797440756,4.55387689160054,NA,-9.10400033620486,-0.143870370419702,-2.31263542884755,10.013283218359,12.5313127433509,2.08714066099621,10.4792297509684,12.5677216980539,3.31140723838415,9.16199011103514,16.7326421128453,2.76064265122138,6.2709884318583,10.9723620229403,9.62648162008158,8.70682132339263,13.6068860927493,14.3113007134537
1982,1982,13.2,22560,276686.947701002,8.1536191668785,37651,286097,13,169,0,12.4,0,0,0,0,1,8.06183066995882,0,0,0,31.37681,9602,0,18541357,15.99,569,62372,581777,285067.9068,1006094,0,0,1,0,0,282145.086350085,0.00466138,0.65991929,116.6,681445.8,511.1,1782.69,55,0,0.00016255,0.936,0.063,825959,NA,16.28,0.493262887546147,0,0,0,0,0,0,15.5,0,1,0,0,0,1,1,0,0,0,0,0,0,4733.38,0.866,0.66,0.67,1131,1391.717,0.408765216211861,90,95.4,76.9,94.2,20452.26,15268,6105,0.725368014477487,-0.309884058474764,2.58021682959233,0.0625203569813339,0.134661846646865,0.00287219567416169,0.00773657805575036,0.0728920022680315,0.068509712764495,0.0123869614732224,0.0350082790486554,0.0207141304197211,-0.0485450961618341,-0.270929728992564,0.633745583544168,0.0435207640657442,-0.54654370636807,NA,0.0174143217180271,-0.00608488904393503,-0.00221975673831298,-0.0958817717032823,-0.0180417264851589,-0.0931847804920116,0.00773657805575031,0.00703279378353822,0.0100420631521749,-0.136233406508054,0.134016134768362,0.849982973593708,-0.0498235046862663,-0.0739912519901814,0.135835652925223,NA,1.66350513370438,0.0663954953584068,-0.0133247610037748,-0.00502513620267298,0.00104482299756772,0.0753494372417868,0.170237165862881,0.0111254891664033,0.209163583042304,-0.00856903272510125,-0.00749116395821526,0.00356058602160984,-0.00331346461495543,0.00604109399168136,0.00600696917571338,-0.0515674239472945,-0.0588230323817872,370,-0.0292963694884314,0.225780979176108,1635313,7172.66500877706,0.0517438620800768,-0.00395593215315415,-0.706713006602903,0.190503970911186,0.265858647986624,-0.00514118025175936,-0.0195759755297089,-0.00132522680422164,0.00527826561236999,-0.0444517625708337,0,0,13.2738424917764,12.5604827003428,13.8215860646405,-1.65808223995449,-1.32479050998921,8.46239481402757,7.03085747611612,7.23829351562748,-0.894614331257164,4.49980967033027,4.55807857845424,4.3425058765116,4.54542018158232,12.5501767082185,-5.36844373734553,-0.415637739318226,4.75874927391639,13.4319719965085,6.23656526577423,7.4858787384733,4.00733318523247,NA,-8.72452491121436,-0.0661398025045449,-2.7646205525906,10.023933705612,12.5306419933614,2.09846189823871,10.5361147933003,12.5640861931391,3.44606908503102,9.16972668909089,16.7355143085195,2.77196352684586,6.34388043412633,11.0408717357048,9.63351441386512,8.71686338654481,13.6243004144673,14.3073447813006
1983,1983,12.8,22829,280328.055346512,8.14367294482215,37089,289618,14,196,0,13.2,0,0,0,0,0,8.1536191668785,0,0,0,35.19666,9669,0,17924921,16.91,611,65934,592075,299233.0959,1042559,0,0,0,0,0,285617.45009049,0.0061246,0.86258938,98.2,531813,243.16,1622.39,46,0.01,0.00022546,0.977,0.055,834536,NA,20.05,0.568977490515769,0,0,0,0,0,0,16.9,0,1,0,0,0,0,1,0,0,0,0,0,0,5950.14,0.936,0.866,0.66,1288,1625.099,0.459461682637476,79.1,91.7,68.2,99.5,20594.97,15465,6251,0.412439564594983,-0.296198578750146,2.54944517092557,-0.0307716586667537,0.114882106707404,-0.0338117713317016,0.00695348139266268,0.0712165250452647,0.0555377849702021,0.0175461032545154,0.0484954332613397,0.0356027611374398,-0.171743058555972,-0.247924793736012,-0.742845602893712,-0.0942230888035183,-0.178691788743376,NA,0.0103307462907996,0.142798601238349,-0.129096795556657,-0.0395561991918213,-0.120061311662182,0.0547374625822295,0.00695348139266267,0.0128202712540494,0.023633343387008,0.633745583544168,0.0435207640657442,-0.136233406508054,-0.0180417264851589,-0.0485450961618341,0.134661846646865,NA,-0.54654370636807,0.134016134768362,0.0207141304197211,0.00773657805575031,-0.00502513620267298,0.0625203569813339,0.0663954953584068,-0.00749116395821526,0.849982973593708,0.0111254891664033,0.00703279378353822,0.00104482299756772,0.0174143217180271,-0.00331346461495543,0.00604109399168136,-0.064811381254865,-0.0515674239472945,411,0.105090208857964,0.228775213647058,1661027,6897.99821092163,-0.0390460192109412,0.0156018624306498,-0.563914405364554,0.185985014719233,0.252907669009703,-0.0240069345856937,-0.0499402914995786,0.0123869614732224,-0.00395593215315415,-0.00221975673831298,0,0,13.2913885950309,12.6089781336041,13.8571888257779,-1.68208917454018,-1.37473080148879,8.69117002767463,7.1608459066643,7.39332401598503,-0.777699729918149,4.37071287477361,4.51852237926242,4.22244456484942,4.60015764416455,12.5624086073377,-5.09544183080633,-0.147816506460227,4.58700621536042,13.1840472027725,5.49371966288052,7.39165564966978,3.8286413964891,-4.60517018598809,-8.39736779834789,-0.0232686269393543,-2.90042209374967,10.0357869365496,12.5437158225705,2.09724129996716,10.521075708675,12.5763180922583,3.56095119173842,9.17668017048355,16.7017025371878,2.82790516291049,6.4150969591716,11.096409520675,9.64633468511917,8.74049672993181,13.6346311607581,14.3229466437312
1984,1984,12.3,24562,304844.042532465,8.0572347079357,39004,316357,15,225,0,12.8,0,0,0,0,0,8.14367294482215,0,0,0,39.16693,9636,0,16179363,16.52,642,68266,602642,319316.975,1070405,0,0,0,0,0,311987.099069385,0.00908843,0.96643746,97.4,362470.2,248.4,1771.83,113,0.01,0.00036668,1.06,0.14,835200,NA,14.9,0.678583828086162,0,0,0,0,0,0,19.6,0,1,0,0,0,0,0,0,0,0,0,0,0,7499.4,0.977,0.936,0.866,1727,2117.094,0.566519189830019,81.9,87.2,67.8,85.4,20524.68,15677,6507,-0.000488885287522223,-0.248621364424756,2.50959926237837,-0.0398459085471995,0.106881576559338,-0.102455437960276,-0.00341880674878601,0.0494913445183659,0.0347575971317165,0.0176900061940514,0.0649614068550459,0.0263588137182696,-0.00818000471193107,-0.383349659771314,0.021320687178802,0.0881125400984338,0.898746422223246,4.33247188125208e-016,0.000795335352417144,0.176167147157922,0.0347861160854157,-0.0503180483474855,-0.00588236990306703,-0.152811543370023,-0.00341880674878598,0.0136152639493614,0.0401370695631715,-0.742845602893712,-0.0942230888035183,0.633745583544168,-0.120061311662182,-0.171743058555972,0.114882106707404,NA,-0.178691788743376,0.0435207640657442,0.0356027611374398,0.00695348139266267,0.00773657805575031,-0.0307716586667537,0.134016134768362,0.00703279378353822,-0.136233406508054,-0.00749116395821526,0.0128202712540494,-0.00502513620267298,0.0103307462907996,0.0174143217180271,-0.00331346461495543,0.00287219567416169,-0.064811381254865,840,0.714808677341125,0.231408268649602,1709917,7759.83993832358,0.117730452324986,0.0290087455579133,-0.387747258206631,0.198949849716018,0.396770289840697,0.0673866770450142,0.450333020720739,0.0175461032545154,0.0156018624306498,-0.129096795556657,0,0,13.309078601225,12.6739395404592,13.8835476394962,-1.61470249749517,-0.924397780768052,8.92257829632423,7.45414107814668,7.65779967260541,-0.568244324718833,4.40549899085902,4.46820433091493,4.21656219494635,4.44734610079452,12.6507171168001,-4.70075310298182,-0.0341386901356111,4.57882621064849,12.8006975430011,5.51504035005932,7.47976818976822,4.72738781871234,-4.60517018598809,-7.9110210248707,0.0582689081239758,-1.96611285637283,10.1089558121703,12.6275555888536,2.08657040930482,10.571419483955,12.6646266017208,3.66783276829776,9.17326136373476,16.5992470992275,2.80457176809283,6.46458830368996,11.1311671178067,9.65994994906853,8.78063379949498,13.6354264961105,14.3519553892891
1985,1985,12.1,25459,317893.10429813,8.00866695621173,39672,327188,16,256,0,12.3,0,0,0,0,0,8.0572347079357,0,0,0,42.61928,9668,0,16545465,13.37,689,85955,616632,332861.067,1108933,0,0,0,0,0,322668.48835434,0.01317474,1.02206264,96.4,265811,250.21,1967.8,99,0.01,0.00052198,1.12,0.109,843337,NA,12.22,0.810405755249458,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8261.97,1.06,0.977,0.936,2230,2614.924,0.701493668736091,83.3,87.7,69.7,87.5,20592.84,15982,6616,-0.113417335170029,-0.178828560506464,2.4932054526027,-0.0163938097756764,0.0844739647527767,0.0223755048831023,0.00331537808861126,0.0706529673236975,0.230412064668898,0.022949089365004,0.0415409252282679,0.035361210223197,-0.0103200090319898,-0.310156734096552,0.00726021520036643,0.10490325666345,-0.132267968577751,4.33247188125208e-016,0.00969542374171645,0.177527033872963,0.0169495583137734,0.00571756846320313,0.0276381228201284,0.0242926925690448,0.00331537808861116,0.0192684188658778,0.0166124372085433,0.021320687178802,0.0881125400984338,-0.742845602893712,-0.00588236990306703,-0.00818000471193107,0.106881576559338,4.33247188125208e-016,0.898746422223246,-0.0942230888035183,0.0263588137182696,-0.00341880674878598,0.00695348139266267,-0.0398459085471995,0.0435207640657442,0.0128202712540494,0.633745583544168,0.00703279378353822,0.0136152639493614,0.00773657805575031,0.000795335352417144,0.0103307462907996,0.0174143217180271,-0.0338117713317016,0.00287219567416169,1482,0.567745914018673,0.0968400405438246,1747676,8083.62391565355,0.0408785689198261,0.0218420740370995,-0.210220224333668,0.203761441713388,0.566746872949271,0.023897124705865,0.356555273644915,0.0176900061940514,0.0290087455579133,0.0347861160854157,0,0,13.33202769059,12.7154804656875,13.9189088497194,-1.5908053727893,-0.567842507123137,9.01941833686806,7.70975686445416,7.86899031297917,-0.3545434048031,4.4224485491728,4.47392189937814,4.24420031776648,4.47163879336357,12.6843807233009,-4.32945391909479,0.0218227814883874,4.5685062016165,12.4905408089046,5.52230056525969,7.58467144643167,4.59511985013459,-4.60517018598809,-7.55788128499189,0.113328685307003,-2.21640739675299,10.1448245940423,12.6694704552454,2.08052432478504,10.588400928169,12.6982902082216,3.75230673305053,9.17657674182337,16.6216226041106,2.59301339111385,6.53524127101366,11.3615791824756,9.67921836793441,8.79724623670353,13.6451219198522,14.3737974633262
1986,1986,12.9,25956,327756.80013938,7.91928649198494,43744,338854,17,289,0,12.1,0,0,0,0,0,8.00866695621173,0,1,0,46.36762,10331,0,18236942,11.35,731,92129,636693,356212.2299,1153427,0,0,0,0,0,334173.34362147,0.01773453,0.84121748,94.8,168146.1,377.58,3450.6,125,0.01,0.00067451,1.414,0.122,853834,1019990,11.66,0.715522361564682,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,10048.19,1.12,1.06,0.977,2079,2391.085,0.634311782125008,86.5,72.5,70.5,69.7,22005.03,16452,6919,0.773654214947467,-0.335741077436243,2.55722731136763,0.0640218587649311,0.0842946377470479,0.0973372709356353,0.0663276210260722,0.0591721887361195,0.0693658653407538,0.0320151811659027,0.0678015179235415,0.0393392192216026,-0.0167367923555236,-0.457952285582314,0.411481901507207,0.561631961516099,0.233193887167712,4.33247188125208e-016,0.0123701546332555,-0.124522203079978,0.0376958647650369,-0.190335337517509,0.0114123920517448,-0.227438475597091,0.0663276210260721,0.028983961415906,0.0447802927952844,0.00726021520036643,0.10490325666345,0.021320687178802,0.0276381228201284,-0.0103200090319898,0.0844739647527767,4.33247188125208e-016,-0.132267968577751,0.0881125400984338,0.035361210223197,0.00331537808861116,-0.00341880674878598,-0.0163938097756764,-0.0942230888035183,0.0136152639493614,-0.742845602893712,0.0128202712540494,0.0192684188658778,0.00695348139266267,0.00969542374171645,0.000795335352417144,0.0103307462907996,-0.102455437960276,-0.0338117713317016,1215,-0.198648450081383,0.195729460896816,1787651,11944.8183601701,0.390457297916367,0.022615562180679,-0.334742427413646,0.273061868145805,0.508137519159712,0.292748486561662,-0.109160653907742,0.022949089365004,0.0218420740370995,0.0169495583137734,0,0,13.3640428717559,12.783281983611,13.958248068941,-1.29805688622764,-0.677003161030879,9.21514779776487,7.63964228785801,7.77950251680553,-0.455214675510846,4.46014441393783,4.28358656186063,4.25561270981822,4.24420031776648,12.7194151302073,-4.03224169237639,-0.172905055531164,4.55176940926098,12.0325885233223,5.9337824667669,8.14630340794776,4.8283137373023,-4.60517018598809,-7.30152405662948,0.346422567474381,-2.10373423424888,10.1641580757411,12.700027149357,2.0693011123722,10.6861097395237,12.7333246151279,3.83660137079758,9.24290436284945,16.7189598750463,2.42921774392741,6.59441345974978,11.4309450478163,9.70820232935031,8.84202652949881,13.6574920744855,14.3964130255069
1987,1987,12.8,27704,357568.806828601,7.7478794209473,46596,363766,18,324,0,12.9,0,0,0,0,0,7.91928649198494,0,1,0,48.80101,10465,0,20235362,12.81,834,106214,672011,389996.3886,1206049,0,0,0,0,0,358741.22930763,0.02462544,0.74236321,94.9,116485.3,745.33,4570.7,115,9,0.00085721,1.476,0.098,886699,1034621,15.82,0.79583834,0,0,0,0,0,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,10937.21,1.414,1.12,1.06,2468,2855,0.690216806630737,88.1,67.1,72.3,62.8,22290.45,17322,7446,0.760725765064961,-0.317454222245929,2.54944517092557,-0.00778214044205502,0.0511496385686568,0.103982350880727,0.0128872720306554,0.131819942608968,0.142266158027241,0.0539871166630407,0.0906107744519492,0.0446122166853433,0.00105429635490614,-0.367068159553294,0.680044606558068,0.281118237077241,-0.0833816089390509,6.80239476332431,0.0377687831048271,0.106383223197972,0.0183281190043003,-0.077402517882993,0.0252114193464959,-0.104245244292326,0.0128872720306554,0.0515303195406756,0.0734057249338514,0.411481901507207,0.561631961516099,0.00726021520036643,0.0114123920517448,-0.0167367923555236,0.0842946377470479,4.33247188125208e-016,0.233193887167712,0.10490325666345,0.0393392192216026,0.0663276210260721,0.00331537808861116,0.0640218587649311,0.0881125400984338,0.0192684188658778,0.021320687178802,0.0136152639493614,0.028983961415906,-0.00341880674878598,0.0123701546332555,0.00969542374171645,0.000795335352417144,0.0223755048831023,-0.102455437960276,1721,0.348161440436891,0.0847782182637751,1812717,14732.9633967179,0.20978981696636,0.0139243571756165,-0.228359204215674,0.3161851531616,0.602802101576182,0.146629576970369,0.170836835152307,0.0320151811659027,0.022615562180679,0.0376958647650369,0,0,13.4180299884189,12.873892758063,14.0028602856263,-1.15142730925727,-0.506166325878571,9.29992601602865,7.81116338502528,7.95682712209011,-0.370749518236929,4.47847253294213,4.20618404397764,4.28082412916472,4.13995507347415,12.7903565978341,-3.70397522406331,-0.29791665423375,4.55282370561588,11.665520363769,6.61382707332497,8.427421645025,4.74493212836325,2.19722457733622,-7.06182762854396,0.389335726178281,-2.32278780031157,10.2293320860823,12.7870830892503,2.04741918282005,10.7492699795197,12.8042660827548,3.88775100936624,9.2557916348801,16.822942225927,2.55022611590864,6.72623340235875,11.5732112058436,9.75973264889099,8.91543225443266,13.6952608575903,14.4103373826825
1988,1988,12.6,29775,384090.021710962,7.75208891586527,49759,394810,19,361,0,12.8,0,0,0,0,0,7.7478794209473,0,1,0,51.16164,10477,0,22670322,11.74,957,122306,706245,398265.6857,1266737,0,0,0,0,0,389356.41248205,0.04157011,0.70003317,98.9,69955.9,1234.7,7020.57,354,0.01,0.00142235,1.922,0.289,907921,1081224,11.65,1.07169854309061,0,0,0,0,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,11685.22,1.476,1.414,1.12,3715,4172.727,0.967221169519378,92.5,64.7,77.9,55.8,22316.01,18164,7476,0.647797315182455,-0.103623142400322,2.53369681395743,-0.0157483569681395,0.0472390231245908,0.113625000249405,0.00114602247286548,0.137569989094208,0.141070174317574,0.0496874933527749,0.0209818554999358,0.0490945751764589,0.0412855330127844,-0.509900041270876,0.504756231248733,0.429178045279783,1.12436478477052,-6.80239476332431,0.0236517918027308,0.297604017513858,0.0487361115762461,-0.036422842470781,0.0746018237119833,-0.118181204086888,0.00114602247286553,0.047464243326852,0.0040209141427908,0.680044606558068,0.281118237077241,0.411481901507207,0.0252114193464959,0.00105429635490614,0.0511496385686568,6.80239476332431,-0.0833816089390509,0.561631961516099,0.0446122166853433,0.0128872720306554,0.0663276210260721,-0.00778214044205502,0.10490325666345,0.028983961415906,0.00726021520036643,0.0192684188658778,0.0515303195406756,0.00331537808861116,0.0377687831048271,0.0123701546332555,0.00969542374171645,0.0973372709356353,0.0223755048831023,2355,0.313635210238979,0.0661540583237734,1879918,16692.3804482008,0.124864963437139,0.0364013341510709,0.0692448132981839,0.335464548085789,0.564379121854845,0.0591883122087029,-0.0658627255616974,0.0539871166630407,0.0139243571756165,0.0183281190043003,0,0,13.4677174817717,12.8948746135629,14.0519548608028,-1.09223899704857,-0.572029051440269,9.36608007435242,8.22013395715186,8.33632505789079,-0.0333280924940972,4.52720864451838,4.16976120150686,4.3554259528767,4.02177386938726,12.8722504305807,-3.18037387958205,-0.356627559347114,4.59410923862867,11.1556203224981,7.1185833045737,8.85659969030479,5.86929691313377,-4.60517018598809,-6.55544484567849,0.653366310548101,-1.2413285908697,10.3014243942235,12.858632235634,2.04796234457754,10.8149466307481,12.8861599155013,3.93499003249083,9.25693765735297,16.9365672261764,2.46300181439995,6.86380339145295,11.7142813801612,9.80719689221784,8.91945316857545,13.718912649393,14.4467387168336
1989,1989,11.9,32477,409150.887987942,7.93765844178179,50912.7,426461,20,400,0,12.6,0,0,0,0,0,7.75208891586527,0,1,0,54.63625,9883,0,26025596,13.6,1102,146086,740336,399267.8859,1295637,0,0,0,0,0,420570.211047105,0.06787258,0.7115852,104.7,49884.4,1473.39,8428.38,663,0.01,0.00212168,2.092,0.46,918649,1093631,15.04,1.05550770915223,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,11565.14,1.922,1.476,1.414,3921,4439.151,0.95832616159825,98.8,71,84.5,83.9,21050.79,19004,7367,0.0348688652999503,-0.181843099583706,2.47653840011748,-0.0571584138399486,0.0657075493769561,0.138023847083359,-0.058366268976781,0.141078598259905,0.177669388208588,0.0471419344113481,0.00251325025858503,0.0225581632657434,0.0569898792478246,-0.338156714886459,0.176737842628772,0.182760171405429,0.627478077052088,4.33247188125208e-016,0.0117467421003913,-0.0152229212268323,0.0658889602354428,0.0929186755344605,0.0813255814864254,0.407851744085896,-0.058366268976781,0.0452078700889696,-0.0146873218926396,0.504756231248733,0.429178045279783,0.680044606558068,0.0746018237119833,0.0412855330127844,0.0472390231245908,-6.80239476332431,1.12436478477052,0.281118237077241,0.0490945751764589,0.00114602247286553,0.0128872720306554,-0.0157483569681395,0.561631961516099,0.0515303195406756,0.411481901507207,0.028983961415906,0.047464243326852,0.0663276210260721,0.0236517918027308,0.0377687831048271,0.0123701546332555,0.103982350880727,0.0973372709356353,2556,0.0819028090469072,-0.010329394269446,1953170,16252.6426912758,-0.0266968320085805,0.0382255348078804,0.0540218920713516,0.319225707756135,0.575785775252971,-0.0496178815178028,0.0200094460117913,0.0496874933527749,0.0364013341510709,0.0487361115762461,0,0,13.5148594161831,12.8973878638215,14.0745130240685,-1.14185687856637,-0.552019605428477,9.35575068008297,8.27410200229233,8.3982184209259,-0.04256709799645,4.59309760475382,4.26267987704132,4.43675153436313,4.42962561347316,12.9493667148426,-2.69012315513897,-0.340260121607979,4.65109911787649,10.8174636076116,7.29532114720247,9.03935986171022,6.49677499018586,-4.60517018598809,-6.15554705129299,0.738120546202677,-0.776528789498996,10.3882874254777,12.9218392862769,2.07161832518895,10.8378676802573,12.9632761997633,4.00069758186779,9.19857138837618,17.0745910732598,2.61006979274201,7.00488198971286,11.8919507683698,9.85240476230681,8.90476584668281,13.7306593914934,14.4849642516415
