Codine,Lirmun,Pob,Sup,Dens,Extran,Porext,Mayor65,Pormayor65,CMerCA,Nivec03,Nivec04,Parreg,Cmer05,Cmer03,Telfij,Vmot,Ofban,Acind,Acomay,Acomin,Scomin,Ccom,Sccom,Acresbar,Iindus,Icomer,Iresbar,Itur,Iae,paseos,cnautic,bazul05,nviviend,porvpal,porvisec,porvivac,porhvivprop,porhvivalq,porhvivotreg,porhHdispsegviv,Poranalf,Porestprim,Porestsec,Porestuniv,Nhot05,nhcatsup,porhcatsup,Ing01,Ing02,Ing03,Ing04,Ing05,Ing06,Ing07,Ing08,Ing09,IngTot,Gas01,Gas02,Gas03,Gas04,Gas06,Gas07,Gas08,Gas09,TotGas,LIngporhab,LGasporhab,Portasas,Porinver,RivCom,RivRes
"38023","unknown",141627,102.06,1387.68,8091,0.0571289372789087,17041,0.120323102233331,0.170137626302679,6,5,7.3,324,322,57629,99205,66,1518,880,2562,346956,1,35110,898,129,424,344,177,241,0,0,0,60198,69.1,12.9,14.9,70.2,15.6,14.3,1.7,15.8,20.7,49.8,13.7,0,0,0,30371865.84,2547950.24,11568647.77,43881116.48,924604.12,306.5,7931867.15,31708,10623770.07,107881836.17,29222852.38,38535454.48,1528236.06,13095161.4,15341115.61,5696186.01,32120.63,4430406.6,107881533.17,6.63559495654556,6.63559214791311,10.7234435199732,14.2203351762024,55.2798594847775,157.713808463252
"38038","38038 Santa Cruz de Tenerife",221567,150.56,1471.62,12338,0.055685187776158,31618,0.142701756127943,0.170137626302679,6,5,6.2,503,511,90503,151846,144,1760,1399,4058,571034,3,84450,1180,394,689,412,296,510,2,0,0,84699,74.2,6.2,18.9,69.8,20.8,9.4,1.1,13.1,19.7,51.5,15.7,9,3,33.3333333333333,46640206.5,5413618.26,13110039.64,76229830.71,2631669.55,3020.09,6451190.09,30050.61,7260864.48,157770489.93,48620302.95,55040660.62,2180857.84,30446545.07,5618893.53,8572314.37,30050.61,7260864.94,157770489.93,6.56817163377351,6.56817163377351,8.30956387713361,3.56143505194983,54.6000492853622,187.768644067797
"35016","35016 Palmas de Gran Canaria (Las)",378628,100.55,3765.57,26863,0.0709482658440475,50892,0.134411612453384,0.170137626302679,6,5,8.5,843,859,168474,210847,225,3690,2979,8517,845385,9,191508,1789,463,1371,743,757,805,0,0,1,149831,75.7,8.7,14,69.6,19.1,11.3,1.3,12.9,20.8,51.6,14.8,14,5,35.7142857142857,72469335,5839200,16275541.23,127141239.95,1909229.6,30795512.39,19220417.1,290000,2189524.73,276130000,103764408.34,75268536.69,6980490.39,28811285.09,57445805.69,1079949.07,590000,2189524.73,276130000,6.59207285557646,6.59207285557646,5.89415899395212,20.8038987759389,44.4555594692967,211.64225824483
"35004","35004 Arrecife",53920,22.72,2373.24,10883,0.201836053412463,3850,0.0714020771513353,0.170137626302679,5,5,5.2,125,120,18736,32977,24,831,310,1540,197835,1,4823,388,79,161,88,70,102,0,0,0,19175,72.1,5,21.3,60.6,30.2,9.2,1,12.6,26.5,51.8,9.1,2,1,50,12900000,9600000,4943600,12766000,1000,1800000,643000,90000,60000,42803600,14149876,12225925,652000,1666200,4937463,360000,90000,3660000,37741464,6.67687602357814,6.55101314329902,11.5494958367988,13.082330351573,35.012987012987,138.969072164948
"35019","unknown",46428,333.13,139.37,11501,0.247716894977169,3929,0.0846256569311622,0.170137626302679,6,5,7.2,141,143,28263,49218,41,555,184,2365,133107,8,89049,1293,82,154,237,3261,168,0,0,3,17200,72,16.4,11.2,70.7,18.3,10.9,1.3,14.8,27.6,50.4,7.2,2,2,100,29035184,1000000,8902007,16194579,5847030,0,2170000,120200,15518000,78787000,25700639,28080866,1400000,1439031,17688077,98187,120200,4260000,78787000,7.4366005621105,7.4366005621105,11.2988272176882,22.4505019863683,19.631289640592,35.907192575406
"35024","35024 Teguise",15824,263.98,59.94,3063,0.193566734074823,1381,0.0872724974721941,0.170137626302679,6,5,3.7,46,45,8006,12816,10,232,41,848,35548,0,0,358,14,48,57,592,31,0,0,1,9170,43.6,29.6,9.3,72.7,12.7,14.5,5,15.8,19.1,51.6,13.4,0,0,0,9600000,2900000,2434813.88,4187000,286854.04,0,3547000,60000,36060.73,23051728.65,7703397.02,6228889.09,377732.66,1464029.28,6074754.73,659983.96,60000,36060.73,22604847.47,7.28396826639401,7.26439187720338,10.5623917276156,26.8736815767596,18.6603773584906,44.2011173184358
"35026","35026 Telde",96547,102.43,942.57,2762,0.0286078283115995,9244,0.0957461132919718,0.170137626302679,5,4,9.7,204,202,32263,57186,34,1088,554,1436,228502,2,29400,360,150,235,106,17,155,0,0,1,34004,77.6,6.2,14.4,74,11.7,14.3,1.9,21.1,26,46.2,6.7,0,0,0,18309500,3000000,9196913.61,32162648,331611,32915804.94,451486,350000,0,96717963.55,31170712.24,24092106.64,2676042.82,3350998.83,28948629.5,4418661.44,350000,1710812.08,96717963.55,6.90952449355113,6.90952449355113,9.50900253937367,29.9309750096573,67.233286908078,268.186111111111
"38017","38017 Granadilla de Abona",33207,162.44,204.43,7989,0.240581805041106,2684,0.0808263317975126,0.170137626302679,5,4,5.8,76,70,12064,22689,17,478,102,621,76514,0,0,290,64,54,55,61,57,1,0,1,13450,55.4,24.2,19.1,67.7,20.2,12.2,4.3,17.5,29.4,47.2,5.9,0,0,0,5526400,4251700,5553100,9667900,289700,200,1069500,95000,0,26453500,8921000,6875360,258975.86,2251240,7106200,0,95000,945724.14,26453500,6.68038305660243,6.68038305660243,20.9919292343168,26.8629859942919,53.4734299516908,114.506896551724
"38031","38031 Realejos (Los)",36243,57.09,634.84,2548,0.0703032309687388,4597,0.126838286013851,0.170137626302679,5,4,7,79,80,12862,22230,18,475,146,577,64589,0,0,183,20,53,40,179,33,1,0,1,13134,79.2,10.4,10.2,76.1,7.9,16.1,0.7,19.8,25.9,47.1,7.1,1,1,100,4753500,1300026,4196299.46,10528447.73,70001,0,1168925.81,0,2000000,24017200,11047334.69,6876951.8,210805.55,2467139.2,2382095.36,732904.64,3005.06,296963.7,24017200,6.49627926010829,6.49627926010829,17.4720594407341,9.91828922605466,62.8128249566724,198.049180327869
"38040","38040 Santiago del Teide",11212,52.21,214.75,5514,0.49179450588655,2452,0.218694256154121,0.170137626302679,5,5,3.1,26,26,4570,5568,10,91,13,343,31263,0,0,223,4,16,28,167,13,2,0,1,9421,37,46.6,12.6,79.9,13.4,6.7,1.5,16.2,22.3,54.4,7.2,0,0,0,2438509,356826.58,4071666,3550927.32,104839,0,793833,27045,2937429.3,14281075.2,4253710.88,4999584.15,146112,979317,3685765.17,0,76848,139738,14281075.2,7.14970589387422,7.14970589387422,28.5109205222867,25.8087372160886,32.6880466472303,50.2780269058296
"38043","38043 Tacoronte",22384,30.09,743.9,792,0.0353824160114367,2742,0.122498213009292,0.170137626302679,5,4,6.3,50,49,8560,14566,7,275,76,394,43571,0,0,157,20,32,33,7,25,2,0,1,8591,73.5,18.6,7.7,69.8,7.6,22.7,2.3,19.3,24.1,46.6,10.1,0,0,0,3886000,650000,1728012,6084500,50006,784321,0,6,1334212.54,14517057.54,5454651.56,3129692.2,205000,2067000,2989707.78,0,6,671000,14517057.54,6.4747332011593,6.4747332011593,11.9033212842112,20.5944474061787,56.8121827411168,142.573248407643
"35015","unknown",18173,383.52,47.38,5778,0.317944202938425,797,0.0438562702910912,0.170137626302679,5,5,3.8,44,41,6496,9034,19,324,26,545,38368,0,0,286,14,33,45,1381,46,0,0,1,10723,53.3,10.6,5.4,33.4,32.9,33.8,2.1,9.2,19.5,64.9,6.4,9,7,77.7777777777778,11782011,4000000,6274600,7193315,6238853.18,2601000,110000,10000,2000,38211779.18,13005697.23,15539315,940000,2007758,4780731.95,80000,12000,1846277,38211779.18,7.65096212646114,7.65096212646114,16.4205910707349,12.5111472236871,33.3449541284404,63.541958041958
